0,1,4
1,8,4
8,7,4
7,0,4
1,2,5
2,9,5
9,8,5
8,1,5
2,3,6
3,10,6
10,9,6
9,2,6
7,8,11
8,14,11
14,13,11
13,7,11
9,10,12
10,16,12
16,15,12
15,9,12
13,14,17
14,21,17
21,20,17
20,13,17
14,15,18
15,22,18
22,21,18
21,14,18
15,16,19
16,23,19
23,22,19
22,15,19
